,object_id,time,date,confirmed,new_infections,new_deaths,population,incidence
6,Hong Kong,1580256000,2020-01-29,10.0,2.0,0.0,7510000,1331
7,Hong Kong,1580342400,2020-01-30,10.0,0.0,0.0,7510000,1065
8,Hong Kong,1580428800,2020-01-31,12.0,2.0,0.0,7510000,1331
9,Hong Kong,1580515200,2020-02-01,13.0,1.0,0.0,7510000,1065
10,Hong Kong,1580601600,2020-02-02,15.0,2.0,0.0,7510000,932
11,Hong Kong,1580688000,2020-02-03,15.0,0.0,0.0,7510000,932
12,Hong Kong,1580774400,2020-02-04,17.0,2.0,1.0,7510000,1198
13,Hong Kong,1580860800,2020-02-05,21.0,4.0,0.0,7510000,1464
14,Hong Kong,1580947200,2020-02-06,24.0,3.0,0.0,7510000,1864
15,Hong Kong,1581033600,2020-02-07,25.0,1.0,0.0,7510000,1731
16,Hong Kong,1581120000,2020-02-08,26.0,1.0,0.0,7510000,1731
17,Hong Kong,1581206400,2020-02-09,29.0,3.0,0.0,7510000,1864
18,Hong Kong,1581292800,2020-02-10,38.0,9.0,0.0,7510000,3062
19,Hong Kong,1581379200,2020-02-11,49.0,11.0,0.0,7510000,4260
20,Hong Kong,1581465600,2020-02-12,50.0,1.0,0.0,7510000,3861
21,Hong Kong,1581552000,2020-02-13,53.0,3.0,0.0,7510000,3861
22,Hong Kong,1581638400,2020-02-14,56.0,3.0,0.0,7510000,4127
23,Hong Kong,1581724800,2020-02-15,56.0,0.0,0.0,7510000,3994
24,Hong Kong,1581811200,2020-02-16,57.0,1.0,0.0,7510000,3728
25,Hong Kong,1581897600,2020-02-17,60.0,3.0,0.0,7510000,2929
26,Hong Kong,1581984000,2020-02-18,62.0,2.0,0.0,7510000,1731
27,Hong Kong,1582070400,2020-02-19,63.0,1.0,1.0,7510000,1731
28,Hong Kong,1582156800,2020-02-20,68.0,5.0,0.0,7510000,1997
29,Hong Kong,1582243200,2020-02-21,68.0,0.0,0.0,7510000,1597
30,Hong Kong,1582329600,2020-02-22,69.0,1.0,0.0,7510000,1731
31,Hong Kong,1582416000,2020-02-23,74.0,5.0,0.0,7510000,2263
32,Hong Kong,1582502400,2020-02-24,79.0,5.0,0.0,7510000,2529
33,Hong Kong,1582588800,2020-02-25,84.0,5.0,0.0,7510000,2929
34,Hong Kong,1582675200,2020-02-26,91.0,7.0,0.0,7510000,3728
35,Hong Kong,1582761600,2020-02-27,92.0,1.0,0.0,7510000,3195
36,Hong Kong,1582848000,2020-02-28,94.0,2.0,0.0,7510000,3462
37,Hong Kong,1582934400,2020-02-29,95.0,1.0,0.0,7510000,3462
38,Hong Kong,1583020800,2020-03-01,96.0,1.0,0.0,7510000,2929
39,Hong Kong,1583107200,2020-03-02,100.0,4.0,0.0,7510000,2796
40,Hong Kong,1583193600,2020-03-03,100.0,0.0,0.0,7510000,2130
41,Hong Kong,1583280000,2020-03-04,105.0,5.0,0.0,7510000,1864
42,Hong Kong,1583366400,2020-03-05,105.0,0.0,0.0,7510000,1731
43,Hong Kong,1583452800,2020-03-06,107.0,2.0,0.0,7510000,1731
44,Hong Kong,1583539200,2020-03-07,108.0,1.0,0.0,7510000,1731
45,Hong Kong,1583625600,2020-03-08,114.0,6.0,1.0,7510000,2396
46,Hong Kong,1583712000,2020-03-09,115.0,1.0,0.0,7510000,1997
53,Japan,1580256000,2020-01-29,7.0,0.0,0.0,126260000,55
54,Japan,1580342400,2020-01-30,11.0,4.0,0.0,126260000,79
55,Japan,1580428800,2020-01-31,15.0,4.0,0.0,126260000,102
56,Japan,1580515200,2020-02-01,20.0,5.0,0.0,126260000,142
57,Japan,1580601600,2020-02-02,20.0,0.0,0.0,126260000,126
58,Japan,1580688000,2020-02-03,20.0,0.0,0.0,126260000,126
59,Japan,1580774400,2020-02-04,22.0,2.0,0.0,126260000,118
60,Japan,1580860800,2020-02-05,22.0,0.0,0.0,126260000,118
61,Japan,1580947200,2020-02-06,45.0,23.0,0.0,126260000,269
62,Japan,1581033600,2020-02-07,25.0,0.0,0.0,126260000,237
63,Japan,1581120000,2020-02-08,25.0,0.0,0.0,126260000,198
64,Japan,1581206400,2020-02-09,26.0,1.0,0.0,126260000,205
65,Japan,1581292800,2020-02-10,26.0,0.0,0.0,126260000,205
66,Japan,1581379200,2020-02-11,26.0,0.0,0.0,126260000,190
67,Japan,1581465600,2020-02-12,28.0,2.0,0.0,126260000,205
68,Japan,1581552000,2020-02-13,28.0,0.0,1.0,126260000,23
69,Japan,1581638400,2020-02-14,29.0,1.0,0.0,126260000,31
70,Japan,1581724800,2020-02-15,43.0,14.0,0.0,126260000,142
71,Japan,1581811200,2020-02-16,59.0,16.0,0.0,126260000,261
72,Japan,1581897600,2020-02-17,66.0,7.0,0.0,126260000,316
73,Japan,1581984000,2020-02-18,74.0,8.0,0.0,126260000,380
74,Japan,1582070400,2020-02-19,84.0,10.0,0.0,126260000,443
75,Japan,1582156800,2020-02-20,94.0,10.0,0.0,126260000,522
76,Japan,1582243200,2020-02-21,105.0,11.0,0.0,126260000,601
77,Japan,1582329600,2020-02-22,122.0,17.0,0.0,126260000,625
78,Japan,1582416000,2020-02-23,147.0,25.0,0.0,126260000,696
79,Japan,1582502400,2020-02-24,159.0,12.0,0.0,126260000,736
80,Japan,1582588800,2020-02-25,170.0,11.0,0.0,126260000,760
81,Japan,1582675200,2020-02-26,189.0,19.0,1.0,126260000,831
82,Japan,1582761600,2020-02-27,214.0,25.0,2.0,126260000,950
83,Japan,1582848000,2020-02-28,228.0,14.0,0.0,126260000,974
84,Japan,1582934400,2020-02-29,241.0,13.0,1.0,126260000,942
85,Japan,1583020800,2020-03-01,256.0,15.0,1.0,126260000,863
86,Japan,1583107200,2020-03-02,274.0,18.0,0.0,126260000,910
87,Japan,1583193600,2020-03-03,293.0,19.0,0.0,126260000,974
88,Japan,1583280000,2020-03-04,331.0,38.0,0.0,126260000,1124
89,Japan,1583366400,2020-03-05,360.0,29.0,0.0,126260000,1156
90,Japan,1583452800,2020-03-06,420.0,60.0,0.0,126260000,1520
91,Japan,1583539200,2020-03-07,461.0,41.0,0.0,126260000,1742
92,Japan,1583625600,2020-03-08,502.0,41.0,0.0,126260000,1948
93,Japan,1583712000,2020-03-09,511.0,9.0,11.0,126260000,1877
94,Japan,1583798400,2020-03-10,581.0,70.0,-7.0,126260000,2281
95,Japan,1583884800,2020-03-11,639.0,58.0,5.0,126260000,2439
96,Japan,1583971200,2020-03-12,639.0,0.0,1.0,126260000,2209
97,Japan,1584057600,2020-03-13,701.0,62.0,3.0,126260000,2225
98,Japan,1584144000,2020-03-14,773.0,72.0,3.0,126260000,2471
99,Japan,1584230400,2020-03-15,839.0,66.0,0.0,126260000,2669
100,Japan,1584316800,2020-03-16,825.0,53.0,5.0,126260000,3017
101,Japan,1584403200,2020-03-17,878.0,53.0,2.0,126260000,2882
102,Japan,1584489600,2020-03-18,889.0,11.0,0.0,126260000,2510
103,Japan,1584576000,2020-03-19,924.0,35.0,0.0,126260000,2787
104,Japan,1584662400,2020-03-20,963.0,39.0,4.0,126260000,2605
105,Japan,1584748800,2020-03-21,1007.0,44.0,2.0,126260000,2383
106,Japan,1584835200,2020-03-22,1086.0,79.0,1.0,126260000,2486
107,Japan,1584921600,2020-03-23,1128.0,42.0,6.0,126260000,2399
108,Japan,1585008000,2020-03-24,1193.0,65.0,1.0,126260000,2494
109,Japan,1585094400,2020-03-25,1307.0,114.0,2.0,126260000,3310
110,Japan,1585180800,2020-03-26,1387.0,80.0,2.0,126260000,3667
111,Japan,1585267200,2020-03-27,1468.0,81.0,2.0,126260000,3999
112,Japan,1585353600,2020-03-28,1693.0,225.0,3.0,126260000,5433
113,Japan,1585440000,2020-03-29,1866.0,173.0,2.0,126260000,6177
114,Japan,1585526400,2020-03-30,1866.0,0.0,0.0,126260000,5845
115,Japan,1585612800,2020-03-31,1953.0,87.0,2.0,126260000,6019
116,Japan,1585699200,2020-04-01,2178.0,225.0,1.0,126260000,6898
117,Japan,1585785600,2020-04-02,2495.0,317.0,5.0,126260000,8775
118,Japan,1585872000,2020-04-03,2617.0,122.0,1.0,126260000,9100
119,Japan,1585958400,2020-04-04,3139.0,522.0,14.0,126260000,11452
120,Japan,1586044800,2020-04-05,3139.0,0.0,0.0,126260000,10082
121,Japan,1586131200,2020-04-06,3654.0,515.0,8.0,126260000,14161
122,Japan,1586217600,2020-04-07,3906.0,252.0,7.0,126260000,15468
123,Japan,1586304000,2020-04-08,4257.0,351.0,1.0,126260000,16466
124,Japan,1586390400,2020-04-09,4667.0,410.0,1.0,126260000,17202
125,Japan,1586476800,2020-04-10,5530.0,863.0,5.0,126260000,23071
126,Japan,1586563200,2020-04-11,6005.0,475.0,0.0,126260000,22699
127,Japan,1586649600,2020-04-12,6748.0,743.0,9.0,126260000,28583
128,Japan,1586736000,2020-04-13,7370.0,622.0,15.0,126260000,29431
129,Japan,1586822400,2020-04-14,7645.0,275.0,20.0,126260000,29613
130,Japan,1586908800,2020-04-15,8100.0,455.0,3.0,126260000,30437
131,Japan,1586995200,2020-04-16,8626.0,526.0,32.0,126260000,31355
132,Japan,1587081600,2020-04-17,9787.0,1161.0,12.0,126260000,33716
133,Japan,1587168000,2020-04-18,10296.0,509.0,32.0,126260000,33985
134,Japan,1587254400,2020-04-19,10797.0,501.0,14.0,126260000,32068
135,Japan,1587340800,2020-04-20,10797.0,0.0,0.0,126260000,27142
136,Japan,1587427200,2020-04-21,11135.0,338.0,27.0,126260000,27641
137,Japan,1587513600,2020-04-22,11512.0,377.0,18.0,126260000,27023
138,Japan,1587600000,2020-04-23,12368.0,856.0,47.0,126260000,29637
139,Japan,1587686400,2020-04-24,12829.0,461.0,17.0,126260000,24093
140,Japan,1587772800,2020-04-25,13231.0,402.0,15.0,126260000,23245
141,Japan,1587859200,2020-04-26,13441.0,210.0,12.0,126260000,20940
142,Japan,1587945600,2020-04-27,14153.0,712.0,13.0,126260000,26580
143,Japan,1588032000,2020-04-28,13736.0,159.0,9.0,126260000,25162
144,Japan,1588118400,2020-04-29,13895.0,159.0,19.0,126260000,23435
145,Japan,1588204800,2020-04-30,14088.0,193.0,17.0,126260000,18184
146,Japan,1588291200,2020-05-01,14305.0,217.0,25.0,126260000,16252
147,Japan,1588377600,2020-05-02,14571.0,266.0,19.0,126260000,15175
148,Japan,1588464000,2020-05-03,14877.0,306.0,13.0,126260000,15935
149,Japan,1588550400,2020-05-04,15078.0,201.0,49.0,126260000,11888
150,Japan,1588636800,2020-05-05,15253.0,175.0,20.0,126260000,12014
151,Japan,1588723200,2020-05-06,15253.0,0.0,0.0,126260000,10755
152,Japan,1588809600,2020-05-07,15477.0,224.0,21.0,126260000,11001
153,Japan,1588896000,2020-05-08,15575.0,98.0,13.0,126260000,10058
154,Japan,1588982400,2020-05-09,15663.0,88.0,17.0,126260000,8648
155,Japan,1589068800,2020-05-10,15777.0,114.0,17.0,126260000,7128
156,Japan,1589155200,2020-05-11,15847.0,70.0,9.0,126260000,6090
157,Japan,1589241600,2020-05-12,15968.0,121.0,24.0,126260000,5662
158,Japan,1589328000,2020-05-13,16049.0,81.0,21.0,126260000,6304
159,Japan,1589414400,2020-05-14,16120.0,71.0,19.0,126260000,5092
160,Japan,1589500800,2020-05-15,16203.0,83.0,16.0,126260000,4973
161,Japan,1589587200,2020-05-16,16237.0,34.0,12.0,126260000,4546
162,Japan,1589673600,2020-05-17,16285.0,48.0,19.0,126260000,4023
163,Japan,1589760000,2020-05-18,16305.0,20.0,5.0,126260000,3627
164,Japan,1589846400,2020-05-19,16367.0,62.0,19.0,126260000,3160
165,Japan,1589932800,2020-05-20,16367.0,0.0,0.0,126260000,2518
166,Japan,1590019200,2020-05-21,16424.0,57.0,9.0,126260000,2407
167,Japan,1590105600,2020-05-22,16513.0,89.0,19.0,126260000,2455
168,Japan,1590192000,2020-05-23,16536.0,23.0,12.0,126260000,2368
169,Japan,1590278400,2020-05-24,16550.0,14.0,12.0,126260000,2098
170,Japan,1590364800,2020-05-25,16581.0,31.0,10.0,126260000,2185
171,Japan,1590451200,2020-05-26,16623.0,42.0,16.0,126260000,2027
172,Japan,1590537600,2020-05-27,16651.0,28.0,12.0,126260000,2249
173,Japan,1590624000,2020-05-28,16598.0,75.0,23.0,126260000,2391
174,Japan,1590710400,2020-05-29,16673.0,75.0,6.0,126260000,2281
175,Japan,1590796800,2020-05-30,16716.0,43.0,7.0,126260000,2439
176,Japan,1590883200,2020-05-31,16751.0,35.0,4.0,126260000,2605
177,Japan,1590969600,2020-06-01,16787.0,36.0,1.0,126260000,2645
178,Japan,1591056000,2020-06-02,16837.0,50.0,3.0,126260000,2708
179,Japan,1591142400,2020-06-03,16867.0,30.0,3.0,126260000,2724
180,Japan,1591228800,2020-06-04,16911.0,44.0,6.0,126260000,2479
181,Japan,1591315200,2020-06-05,16958.0,47.0,5.0,126260000,2257
182,Japan,1591401600,2020-06-06,17000.0,42.0,-1.0,126260000,2249
183,Japan,1591488000,2020-06-07,17039.0,39.0,2.0,126260000,2281
184,Japan,1591574400,2020-06-08,17060.0,21.0,3.0,126260000,2162
185,Japan,1591660800,2020-06-09,17111.0,51.0,0.0,126260000,2170
186,Japan,1591747200,2020-06-10,17146.0,35.0,2.0,126260000,2209
187,Japan,1591833600,2020-06-11,17187.0,41.0,0.0,126260000,2185
188,Japan,1591920000,2020-06-12,17250.0,63.0,2.0,126260000,2312
189,Japan,1592006400,2020-06-13,17293.0,43.0,3.0,126260000,2320
190,Japan,1592092800,2020-06-14,17369.0,76.0,0.0,126260000,2613
191,Japan,1592179200,2020-06-15,17439.0,70.0,2.0,126260000,3001
192,Japan,1592265600,2020-06-16,17484.0,45.0,5.0,126260000,2954
193,Japan,1592352000,2020-06-17,17530.0,46.0,1.0,126260000,3041
194,Japan,1592438400,2020-06-18,17588.0,58.0,0.0,126260000,3175
195,Japan,1592524800,2020-06-19,17658.0,70.0,16.0,126260000,3231
196,Japan,1592611200,2020-06-20,17725.0,67.0,4.0,126260000,3421
197,Japan,1592697600,2020-06-21,17780.0,55.0,0.0,126260000,3255
198,Japan,1592784000,2020-06-22,17820.0,40.0,0.0,126260000,3017
199,Japan,1592870400,2020-06-23,17879.0,59.0,10.0,126260000,3128
200,Japan,1592956800,2020-06-24,17963.0,84.0,2.0,126260000,3429
201,Japan,1593043200,2020-06-25,18055.0,92.0,4.0,126260000,3698
202,Japan,1593129600,2020-06-26,18162.0,107.0,0.0,126260000,3991
203,Japan,1593216000,2020-06-27,18254.0,92.0,0.0,126260000,4189
204,Japan,1593302400,2020-06-28,18366.0,112.0,1.0,126260000,4641
205,Japan,1593388800,2020-06-29,18476.0,110.0,0.0,126260000,5195
206,Japan,1593475200,2020-06-30,18615.0,139.0,0.0,126260000,5829
207,Japan,1593561600,2020-07-01,18838.0,223.0,4.0,126260000,6930
208,Japan,1593648000,2020-07-02,19055.0,217.0,1.0,126260000,7920
209,Japan,1593734400,2020-07-03,19185.0,130.0,0.0,126260000,8102
210,Japan,1593820800,2020-07-04,19461.0,276.0,0.0,126260000,9559
211,Japan,1593907200,2020-07-05,19668.0,207.0,0.0,126260000,10312
212,Japan,1593993600,2020-07-06,19848.0,180.0,1.0,126260000,10866
213,Japan,1594080000,2020-07-07,20055.0,207.0,3.0,126260000,11405
214,Japan,1594166400,2020-07-08,20261.0,206.0,1.0,126260000,11270
215,Japan,1594252800,2020-07-09,20617.0,356.0,0.0,126260000,12371
216,Japan,1594339200,2020-07-10,21044.0,427.0,0.0,126260000,14723
217,Japan,1594425600,2020-07-11,21430.0,386.0,0.0,126260000,15594
218,Japan,1594512000,2020-07-12,21841.0,411.0,1.0,126260000,17210
219,Japan,1594598400,2020-07-13,22125.0,284.0,1.0,126260000,18034
220,Japan,1594684800,2020-07-14,22437.0,312.0,0.0,126260000,18865
221,Japan,1594771200,2020-07-15,23172.0,735.0,0.0,126260000,23055
222,Japan,1594857600,2020-07-16,23510.0,338.0,1.0,126260000,22913
223,Japan,1594944000,2020-07-17,24104.0,594.0,0.0,126260000,24235
224,Japan,1595030400,2020-07-18,24946.0,842.0,1.0,126260000,27847
225,Japan,1595116800,2020-07-19,25446.0,500.0,0.0,126260000,28552
226,Japan,1595203200,2020-07-20,25706.0,260.0,2.0,126260000,28362
227,Japan,1595289600,2020-07-21,26463.0,757.0,0.0,126260000,31886
228,Japan,1595376000,2020-07-22,27136.0,673.0,2.0,126260000,31395
229,Japan,1595462400,2020-07-23,28114.0,978.0,2.0,126260000,36464
230,Japan,1595548800,2020-07-24,28883.0,769.0,2.0,126260000,37850
231,Japan,1595635200,2020-07-25,29684.0,801.0,2.0,126260000,37525
232,Japan,1595721600,2020-07-26,30548.0,864.0,2.0,126260000,40408
233,Japan,1595808000,2020-07-27,31142.0,594.0,0.0,126260000,43054
234,Japan,1595894400,2020-07-28,32116.0,974.0,3.0,126260000,44772
235,Japan,1595980800,2020-07-29,33382.0,1266.0,0.0,126260000,49469
236,Japan,1596067200,2020-07-30,35144.0,1762.0,6.0,126260000,55678
237,Japan,1596153600,2020-07-31,36234.0,1090.0,1.0,126260000,58221
238,Japan,1596240000,2020-08-01,37804.0,1570.0,4.0,126260000,64311
239,Japan,1596326400,2020-08-02,39116.0,1312.0,1.0,126260000,67859
240,Japan,1596412800,2020-08-03,40099.0,983.0,5.0,126260000,70940
241,Japan,1596499200,2020-08-04,41347.0,1248.0,5.0,126260000,73111
242,Japan,1596585600,2020-08-05,42686.0,1339.0,5.0,126260000,73689
243,Japan,1596672000,2020-08-06,44167.0,1481.0,6.0,126260000,71463
244,Japan,1596758400,2020-08-07,45764.0,1597.0,8.0,126260000,75479
245,Japan,1596844800,2020-08-08,47342.0,1578.0,0.0,126260000,75542
246,Japan,1596931200,2020-08-09,48782.0,1440.0,5.0,126260000,76556
247,Japan,1597017600,2020-08-10,49617.0,835.0,5.0,126260000,75384
248,Japan,1597104000,2020-08-11,50302.0,685.0,6.0,126260000,70925
249,Japan,1597190400,2020-08-12,51288.0,986.0,8.0,126260000,68129
250,Japan,1597276800,2020-08-13,52471.0,1183.0,7.0,126260000,65769
251,Japan,1597363200,2020-08-14,53818.0,1347.0,7.0,126260000,63789
252,Japan,1597449600,2020-08-15,55051.0,1233.0,13.0,126260000,61056
253,Japan,1597536000,2020-08-16,56074.0,1023.0,10.0,126260000,57753
254,Japan,1597622400,2020-08-17,56717.0,643.0,9.0,126260000,56233
255,Japan,1597708800,2020-08-18,57636.0,919.0,23.0,126260000,58086
256,Japan,1597795200,2020-08-19,58728.0,1092.0,13.0,126260000,58926
257,Japan,1597881600,2020-08-20,59900.0,1172.0,9.0,126260000,58838
258,Japan,1597968000,2020-08-21,60949.0,1049.0,18.0,126260000,56478
259,Japan,1598054400,2020-08-22,61916.0,967.0,4.0,126260000,54371
260,Japan,1598140800,2020-08-23,62658.0,742.0,9.0,126260000,52146
261,Japan,1598227200,2020-08-24,63158.0,500.0,13.0,126260000,51013
262,Japan,1598313600,2020-08-25,63888.0,730.0,18.0,126260000,49516
263,Japan,1598400000,2020-08-26,64779.0,891.0,11.0,126260000,47924
264,Japan,1598486400,2020-08-27,65653.0,874.0,11.0,126260000,45564
265,Japan,1598572800,2020-08-28,66499.0,846.0,10.0,126260000,43956
266,Japan,1598659200,2020-08-29,67353.0,854.0,20.0,126260000,43061
267,Japan,1598745600,2020-08-30,67958.0,605.0,14.0,126260000,41976
268,Japan,1598832000,2020-08-31,68396.0,438.0,13.0,126260000,41485
269,Japan,1598918400,2020-09-01,69023.0,627.0,15.0,126260000,40670
270,Japan,1599004800,2020-09-02,69619.0,596.0,14.0,126260000,38333
271,Japan,1599091200,2020-09-03,70278.0,659.0,7.0,126260000,36630
272,Japan,1599177600,2020-09-04,70866.0,588.0,18.0,126260000,34587
273,Japan,1599264000,2020-09-05,71467.0,601.0,9.0,126260000,32583
274,Japan,1599350400,2020-09-06,71918.0,451.0,5.0,126260000,31363
275,Japan,1599436800,2020-09-07,72213.0,295.0,11.0,126260000,30231
276,Japan,1599523200,2020-09-08,72724.0,511.0,21.0,126260000,29312
277,Japan,1599609600,2020-09-09,73264.0,540.0,14.0,126260000,28869
278,Japan,1599696000,2020-09-10,73916.0,652.0,4.0,126260000,28813
279,Japan,1599782400,2020-09-11,74558.0,642.0,12.0,126260000,29241
280,Japan,1599868800,2020-09-12,75206.0,648.0,13.0,126260000,29613
281,Japan,1599955200,2020-09-13,75646.0,440.0,7.0,126260000,29526
282,Japan,1600041600,2020-09-14,75914.0,268.0,7.0,126260000,29312
283,Japan,1600128000,2020-09-15,76446.0,532.0,8.0,126260000,29478
284,Japan,1600214400,2020-09-16,76997.0,551.0,18.0,126260000,29565
285,Japan,1600300800,2020-09-17,77488.0,491.0,9.0,126260000,28290
286,Japan,1600387200,2020-09-18,78061.0,573.0,10.0,126260000,27744
287,Japan,1600473600,2020-09-19,78662.0,601.0,4.0,126260000,27372
288,Japan,1600560000,2020-09-20,79142.0,480.0,4.0,126260000,27688
289,Japan,1600646400,2020-09-21,79462.0,320.0,10.0,126260000,28100
290,Japan,1600732800,2020-09-22,79773.0,311.0,1.0,126260000,26350
291,Japan,1600819200,2020-09-23,80009.0,236.0,6.0,126260000,23855
292,Japan,1600905600,2020-09-24,80490.0,481.0,15.0,126260000,23776
293,Japan,1600992000,2020-09-25,81054.0,564.0,4.0,126260000,23705
294,Japan,1601078400,2020-09-26,81703.0,649.0,3.0,126260000,24085
295,Japan,1601164800,2020-09-27,82186.0,483.0,2.0,126260000,24108
296,Japan,1601251200,2020-09-28,82484.0,298.0,12.0,126260000,23934
297,Japan,1601337600,2020-09-29,83022.0,538.0,7.0,126260000,25732
298,Japan,1601424000,2020-09-30,83591.0,569.0,7.0,126260000,28370
299,Japan,1601510400,2020-10-01,84244.0,653.0,5.0,126260000,29732
300,Japan,1601596800,2020-10-02,84768.0,524.0,11.0,126260000,29415
301,Japan,1601683200,2020-10-03,85345.0,577.0,3.0,126260000,28845
302,Japan,1601769600,2020-10-04,85746.0,401.0,4.0,126260000,28195
303,Japan,1601856000,2020-10-05,86027.0,281.0,4.0,126260000,28061
304,Japan,1601942400,2020-10-06,86540.0,513.0,7.0,126260000,27863
305,Japan,1602028800,2020-10-07,87039.0,499.0,5.0,126260000,27308
306,Japan,1602115200,2020-10-08,87679.0,640.0,3.0,126260000,27205
307,Japan,1602201600,2020-10-09,88267.0,588.0,6.0,126260000,27712
308,Japan,1602288000,2020-10-10,88962.0,695.0,3.0,126260000,28647
309,Japan,1602374400,2020-10-11,89400.0,438.0,2.0,126260000,28940
310,Japan,1602460800,2020-10-12,89652.0,252.0,3.0,126260000,28710
311,Japan,1602547200,2020-10-13,90153.0,501.0,4.0,126260000,28615
312,Japan,1602633600,2020-10-14,90694.0,541.0,11.0,126260000,28948
313,Japan,1602720000,2020-10-15,91402.0,708.0,4.0,126260000,29486
314,Japan,1602806400,2020-10-16,92044.0,642.0,14.0,126260000,29914
315,Japan,1602892800,2020-10-17,92670.0,626.0,6.0,126260000,29367
316,Japan,1602979200,2020-10-18,93098.0,428.0,2.0,126260000,29288
317,Japan,1603065600,2020-10-19,93408.0,310.0,4.0,126260000,29748
318,Japan,1603152000,2020-10-20,93895.0,487.0,3.0,126260000,29637
319,Japan,1603238400,2020-10-21,94515.0,620.0,7.0,126260000,30262
320,Japan,1603324800,2020-10-22,95134.0,619.0,11.0,126260000,29558
321,Japan,1603411200,2020-10-23,95868.0,734.0,9.0,126260000,30286
322,Japan,1603497600,2020-10-24,96599.0,731.0,4.0,126260000,31118
323,Japan,1603584000,2020-10-25,97095.0,496.0,6.0,126260000,31656
324,Japan,1603670400,2020-10-26,97503.0,408.0,5.0,126260000,32433
325,Japan,1603756800,2020-10-27,98146.0,643.0,5.0,126260000,33668
326,Japan,1603843200,2020-10-28,98877.0,731.0,5.0,126260000,34547
327,Japan,1603929600,2020-10-29,99674.0,797.0,17.0,126260000,35957
328,Japan,1604016000,2020-10-30,100450.0,776.0,8.0,126260000,36290
329,Japan,1604102400,2020-10-31,101327.0,877.0,13.0,126260000,37446
330,Japan,1604188800,2020-11-01,101943.0,616.0,7.0,126260000,38396
331,Japan,1604275200,2020-11-02,102431.0,488.0,11.0,126260000,39030
332,Japan,1604361600,2020-11-03,103309.0,878.0,7.0,126260000,40891
333,Japan,1604448000,2020-11-04,103928.0,619.0,5.0,126260000,40004
334,Japan,1604534400,2020-11-05,104964.0,1036.0,7.0,126260000,41897
335,Japan,1604620800,2020-11-06,106136.0,1172.0,4.0,126260000,45034
336,Japan,1604707200,2020-11-07,107439.0,1303.0,5.0,126260000,48408
337,Japan,1604793600,2020-11-08,108394.0,955.0,6.0,126260000,51092
338,Japan,1604880000,2020-11-09,109191.0,797.0,13.0,126260000,53540
339,Japan,1604966400,2020-11-10,110487.0,1296.0,6.0,126260000,56850
340,Japan,1605052800,2020-11-11,112011.0,1524.0,7.0,126260000,64018
341,Japan,1605139200,2020-11-12,113655.0,1644.0,7.0,126260000,68834
342,Japan,1605225600,2020-11-13,115360.0,1705.0,10.0,126260000,73055
343,Japan,1605312000,2020-11-14,117113.0,1753.0,1.0,126260000,76619
344,Japan,1605398400,2020-11-15,118611.0,1498.0,9.0,126260000,80920
345,Japan,1605484800,2020-11-16,119557.0,946.0,9.0,126260000,82100
346,Japan,1605571200,2020-11-17,121247.0,1690.0,12.0,126260000,85220
347,Japan,1605657600,2020-11-18,123477.0,2230.0,13.0,126260000,90812
348,Japan,1605744000,2020-11-19,125859.0,2382.0,12.0,126260000,96657
349,Japan,1605830400,2020-11-20,128285.0,2426.0,10.0,126260000,102368
350,Japan,1605916800,2020-11-21,130871.0,2586.0,2.0,126260000,108965
351,Japan,1606003200,2020-11-22,133034.0,2163.0,11.0,126260000,114232
352,Japan,1606089600,2020-11-23,134554.0,1520.0,6.0,126260000,118778
353,Japan,1606176000,2020-11-24,135786.0,1232.0,14.0,126260000,115151
354,Japan,1606262400,2020-11-25,137735.0,1949.0,20.0,126260000,112925
361,South Korea,1580256000,2020-01-29,4.0,0.0,0.0,51710000,58
362,South Korea,1580342400,2020-01-30,4.0,0.0,0.0,51710000,58
363,South Korea,1580428800,2020-01-31,11.0,7.0,0.0,51710000,174
364,South Korea,1580515200,2020-02-01,12.0,1.0,0.0,51710000,193
365,South Korea,1580601600,2020-02-02,15.0,3.0,0.0,51710000,232
366,South Korea,1580688000,2020-02-03,15.0,0.0,0.0,51710000,212
367,South Korea,1580774400,2020-02-04,16.0,1.0,0.0,51710000,232
368,South Korea,1580860800,2020-02-05,19.0,3.0,0.0,51710000,290
369,South Korea,1580947200,2020-02-06,23.0,4.0,0.0,51710000,367
370,South Korea,1581033600,2020-02-07,24.0,1.0,0.0,51710000,251
371,South Korea,1581120000,2020-02-08,24.0,0.0,0.0,51710000,232
372,South Korea,1581206400,2020-02-09,25.0,1.0,0.0,51710000,193
373,South Korea,1581292800,2020-02-10,27.0,2.0,0.0,51710000,232
374,South Korea,1581379200,2020-02-11,28.0,1.0,0.0,51710000,232
375,South Korea,1581465600,2020-02-12,28.0,0.0,0.0,51710000,174
376,South Korea,1581552000,2020-02-13,28.0,0.0,0.0,51710000,96
377,South Korea,1581638400,2020-02-14,28.0,0.0,0.0,51710000,77
378,South Korea,1581724800,2020-02-15,28.0,0.0,0.0,51710000,77
379,South Korea,1581811200,2020-02-16,29.0,1.0,0.0,51710000,77
380,South Korea,1581897600,2020-02-17,30.0,1.0,0.0,51710000,58
381,South Korea,1581984000,2020-02-18,31.0,1.0,0.0,51710000,58
382,South Korea,1582070400,2020-02-19,31.0,0.0,0.0,51710000,58
383,South Korea,1582156800,2020-02-20,104.0,73.0,1.0,51710000,1469
384,South Korea,1582243200,2020-02-21,204.0,100.0,1.0,51710000,3403
